ID,Excel行,设计单元ID,单元,位置标签,注入位置,故障类型,适用频率,事件触发条件,负载,计数基准,建议样本量,SDC%,Crash%,Timeout%,Masked%,仿真器断言崩溃占比%,潜伏期（commit序号）,污染扇出数,为什么这么设计（精简）
E201,R202,D82,FP/SIMD Rename,SVE谓词RAT映射字段·读到旧数据,SVE 谓词寄存器 RAT（numPhysVecPredRegs=32 池，仅 SVE+SME 版配置适用）,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该表项被下一次重命名写入覆盖的瞬间,PolyBench（SVE 向量化版）,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,对应「RAT映射字段·读到旧数据」，完成 Int/标量FP/向量/SVE谓词四类 RAT 的「读到旧数据」全覆盖
E202,R203,D83,FP/SIMD Dispatch/ROB,ROB的PC字段(FP负载自检)·单比特翻转,ROB 项的 PC 字段（与单元 3 完全共用同一个 128 项 ROB，不是独立结构）——内置自检，用 FP/SIMD 指令重跑 「ROB的PC字段·单比特翻转」,单比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期结果应与 「ROB的PC字段·单比特翻转」 用整数负载测出的 SDC≈0% 高度一致（同一个 ROB 结构，故障模型和硬件行为不因指令类型改变）
E203,R204,D83,FP/SIMD Dispatch/ROB,ROB的PC字段(FP负载自检)·单比特翻转,ROB 项的 PC 字段（与单元 3 完全共用同一个 128 项 ROB，不是独立结构）——内置自检，用 FP/SIMD 指令重跑 「ROB的PC字段·单比特翻转」,单比特翻转,F0,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期结果应与 「ROB的PC字段·单比特翻转」 用整数负载测出的 SDC≈0% 高度一致（同一个 ROB 结构，故障模型和硬件行为不因指令类型改变）
E204,R205,D84,FP/SIMD Dispatch/ROB,ROB的done位(FP负载自检，固定间隔)·提前置位,ROB 项的 done/completed 状态位——内置自检，用 FP/SIMD 指令重跑 「ROB的done位·提前置位(固定间隔)」,状态（结构化）：提前置位,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期结果应与 「ROB的done位·提前置位(固定间隔)」 用整数负载测出的高 SDC 率高度一致
E205,R206,D84,FP/SIMD Dispatch/ROB,ROB的done位(FP负载自检，固定间隔)·提前置位,ROB 项的 done/completed 状态位——内置自检，用 FP/SIMD 指令重跑 「ROB的done位·提前置位(固定间隔)」,状态（结构化）：提前置位,F1,—（不涉及事件触发）,ROB 填满核（浮点版）,运行计数,2000 次运行,,,,,,,,预期结果应与 「ROB的done位·提前置位(固定间隔)」 用整数负载测出的高 SDC 率高度一致
E206,R207,D84,FP/SIMD Dispatch/ROB,ROB的done位(FP负载自检，固定间隔)·提前置位,ROB 项的 done/completed 状态位——内置自检，用 FP/SIMD 指令重跑 「ROB的done位·提前置位(固定间隔)」,状态（结构化）：提前置位,F2,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期结果应与 「ROB的done位·提前置位(固定间隔)」 用整数负载测出的高 SDC 率高度一致
E207,R208,D84,FP/SIMD Dispatch/ROB,ROB的done位(FP负载自检，固定间隔)·提前置位,ROB 项的 done/completed 状态位——内置自检，用 FP/SIMD 指令重跑 「ROB的done位·提前置位(固定间隔)」,状态（结构化）：提前置位,F2,—（不涉及事件触发）,ROB 填满核（浮点版）,运行计数,2000 次运行,,,,,,,,预期结果应与 「ROB的done位·提前置位(固定间隔)」 用整数负载测出的高 SDC 率高度一致
E208,R209,D85,FP/SIMD Dispatch/ROB,ROB的done位(FP负载自检，事件触发)·提前置位,ROB 项的 done/completed 状态位——内置自检，用 FP/SIMD 指令重跑 「ROB的done位·提前置位(固定间隔)」,状态（结构化）：提前置位,—（不适用固定间隔）,ROB 占用超过 80%,ROB 填满核（浮点版）,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,预期结果应与 「ROB的done位·提前置位(固定间隔)」 用整数负载测出的高 SDC 率高度一致；精确瞄准「ROB 快满」这个窗口，预期比固定间隔版更高效地命中该场景
E209,R210,D86,FP/SIMD Dispatch/ROB,FP/SIMD IQ的ready位·提前置位,FP/SIMD Issue Queue 项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的ready位·提前置位」 一致，SDC 概率较高；额外预期浮点场景的「尾数低位污染难以察觉」效应会让这里的隐蔽 SDC 比例高于整数版
E210,R211,D86,FP/SIMD Dispatch/ROB,FP/SIMD IQ的ready位·提前置位,FP/SIMD Issue Queue 项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F1,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的ready位·提前置位」 一致，SDC 概率较高；额外预期浮点场景的「尾数低位污染难以察觉」效应会让这里的隐蔽 SDC 比例高于整数版
E211,R212,D86,FP/SIMD Dispatch/ROB,FP/SIMD IQ的ready位·提前置位,FP/SIMD Issue Queue 项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F2,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的ready位·提前置位」 一致，SDC 概率较高；额外预期浮点场景的「尾数低位污染难以察觉」效应会让这里的隐蔽 SDC 比例高于整数版
E212,R213,D86,FP/SIMD Dispatch/ROB,FP/SIMD IQ的ready位·提前置位,FP/SIMD Issue Queue 项的 ready 位——该字段本身为单比特控制位，无多比特版本,状态（结构化）：提前置位,F2,—（不涉及事件触发）,Embench（浮点子集）,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的ready位·提前置位」 一致，SDC 概率较高；额外预期浮点场景的「尾数低位污染难以察觉」效应会让这里的隐蔽 SDC 比例高于整数版
E213,R214,D87,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·换值,FP/SIMD Issue Queue 项的源操作数 tag 字段,换值（结构化）,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的tag字段·换值」 一致
E214,R215,D87,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·换值,FP/SIMD Issue Queue 项的源操作数 tag 字段,换值（结构化）,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的tag字段·换值」 一致
E215,R216,D87,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·换值,FP/SIMD Issue Queue 项的源操作数 tag 字段,换值（结构化）,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的tag字段·换值」 一致
E216,R217,D87,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·换值,FP/SIMD Issue Queue 项的源操作数 tag 字段,换值（结构化）,F1,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,预期与 「Int IQ的tag字段·换值」 一致
E217,R218,D88,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·单比特翻转,FP/SIMD Issue Queue 项的源操作数 tag 字段,单比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应「Int IQ的tag字段·单比特翻转」，预期和「FP/SIMD IQ的tag字段·换值」效果接近
E218,R219,D88,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·单比特翻转,FP/SIMD Issue Queue 项的源操作数 tag 字段,单比特翻转,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,对应「Int IQ的tag字段·单比特翻转」，预期和「FP/SIMD IQ的tag字段·换值」效果接近
E219,R220,D88,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·单比特翻转,FP/SIMD Issue Queue 项的源操作数 tag 字段,单比特翻转,F1,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应「Int IQ的tag字段·单比特翻转」，预期和「FP/SIMD IQ的tag字段·换值」效果接近
E220,R221,D88,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·单比特翻转,FP/SIMD Issue Queue 项的源操作数 tag 字段,单比特翻转,F1,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,对应「Int IQ的tag字段·单比特翻转」，预期和「FP/SIMD IQ的tag字段·换值」效果接近
E221,R222,D89,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·双比特翻转,FP/SIMD Issue Queue 项的源操作数 tag 字段,双比特翻转,F0,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,同「Int IQ的tag字段·双比特翻转」的浮点/向量版
E222,R223,D89,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·双比特翻转,FP/SIMD Issue Queue 项的源操作数 tag 字段,双比特翻转,F0,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,同「Int IQ的tag字段·双比特翻转」的浮点/向量版
E223,R224,D90,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·卡死,FP/SIMD Issue Queue 项的源操作数 tag 字段,卡死（结构化）,F5,—（不涉及事件触发）,PolyBench,运行计数,2000 次运行,,,,,,,,对应「Int IQ的tag字段·卡死」
E224,R225,D90,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·卡死,FP/SIMD Issue Queue 项的源操作数 tag 字段,卡死（结构化）,F5,—（不涉及事件触发）,libjpeg-turbo,运行计数,2000 次运行,,,,,,,,对应「Int IQ的tag字段·卡死」
E225,R226,D91,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·读到旧数据,FP/SIMD Issue Queue 项的源操作数 tag 字段,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该 IQ 槽位被新 µop 写入覆盖的瞬间,PolyBench,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,对应「Int IQ的tag字段·读到旧数据」，完成整数/浮点两条路径在「读到旧数据」这类机制上的完整对照
E226,R227,D91,FP/SIMD Dispatch/ROB,FP/SIMD IQ的tag字段·读到旧数据,FP/SIMD Issue Queue 项的源操作数 tag 字段,错位拼接（结构化）：读到旧数据,—（不适用固定间隔）,该 IQ 槽位被新 µop 写入覆盖的瞬间,libjpeg-turbo,事件覆盖计数,覆盖≥2000次目标事件,,,,,,,,对应「Int IQ的tag字段·读到旧数据」，完成整数/浮点两条路径在「读到旧数据」这类机制上的完整对照
